"","X","id","date","Time_today","numberof_Timesattend","Total_membersAttend","Attend_2000","Attend_1999","Event1st_mostimportant","Event2nd_mostimportant","Event3rd_mostimportant","Event4th_mostimportant","Event5th_mostimportant","show_concocrane","show_heatherSmith","show_trooper","show_prairieOyster","show_skarecrow","show_widemouthmason","show_mcMaster&James","show_leahy","show_ritachairelli","show_mollyJohnson","Spent_carnival","Spent_food","Spent_beerwine","Spent_vendoritems","Spent_buckforBands","Spend_moretoday","Ten_admissionattend","AttendingSpent_merchandise","AttendingSpent_food","AttendingSpent_otherpurposes","Town","Total_Householdmembers","Education_Level","Age_range","Occupation","Hosehold_Income2000","Event1st_mostimportant1","Event2nd_mostimportant1","Event3rd_mostimportant1","Event4th_mostimportant1","Event5th_mostimportant1","Spent_Carnival1","Spent_food1","Spent_Beer&Wine1","Spent_Vendors1","Spent_Buck for Bands1","Spend_more1","Spent_Downtownmerch","Spent_Downtownfood","Spent_Downtownother","Ten_admissionattend1","House_members","Age_Range"
"507",514,514,16,3.5,"Three times",1,"Yes","Yes",5,3,4,2,3,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,31,19.1,23,15,5,10,5,61,5,22,"Burlington",3,"High School or less","E-60-69","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Food,bear,wine","Carnival","Stage shows","$21-50","$11-20","$21-50","$11-20","$0-5","$6-10","$51-100","$0-5","$21-50","Definitely would","3-5","E-60-69"
"508",515,515,16,1.5,"One time",3,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,14.8,12,3.8,38,4,41,41,43,"Burlington",4,"University graduate","D-30-39","L-Managerial position","U-$100,000 and more","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would","3-5","D-30-39"
"509",516,516,16,2.5,"Two times",2,"Yes","Yes",3,5,4,1,2,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,41,90,61,9,4,125,4,98,90,19,"Burlington",2,"Some university","G-50-59","Y-Professional","U-$100,000 and more","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$21-50","$51-100","$51-100","$6-10","$0-5","$101-200","$51-100","$51-100","$11-20","Probably would","0-2","G-50-59"
"510",517,517,16,6,"One time",1,"Yes","Yes",5,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,5,13,10,4,18,4,23,11,24,"Burlington",1,"High School or less","B-70 and older","E-Reired","G-$10,000-$19,999","Parade","Stage shows","Stage shows","Vendors","Stage shows","$11-20","$0-5","$11-20","$6-10","$0-5","$11-20","$21-50","$11-20","$21-50","Probably would","0-2","B-70 and older"
"511",518,518,16,0.4,"One time",2,"Yes","Yes",5,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,8.2,26.8,9,2.6,15,2,31,32,12,"Burlington",2,"High School or less","B-70 and older","E-Reired","W-$40,000-$59,999","Parade","Stage shows","Carnival","Carnival","Stage shows","$21-50","$6-10","$21-50","$6-10","$0-5","$11-20","$21-50","$21-50","$11-20","Probably would not","0-2","B-70 and older"
"512",519,519,16,0.97,"One time",2,"No","Yes",5,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,13,14,13,3.2,10,2,29,27,24,"Hamilton",1,"High School or less","B-70 and older","E-Reired","D-$20,000-$39,999","Parade","Stage shows","Carnival","Stage shows","Carnival","$21-50","$11-20","$11-20","$11-20","$0-5","$6-10","$21-50","$21-50","$21-50","Probably would not","0-2","B-70 and older"
"513",520,520,16,2.44,"Two times",3,"Yes","Yes",3,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,17,20,6,50,5,53,44,19,"Burlington",3,"Some graduate school or graduate degree","A-40-49","Y-Professional","W-$40,000-$59,999","Stage shows","Carnival","Parade","Stage shows","Carnival","$21-50","$6-10","$11-20","$11-20","$6-10","$21-50","$51-100","$21-50","$11-20","Definitely would","3-5","A-40-49"
"514",521,521,16,1.48,"One time",6,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,19.8,30,31,7.2,100,4,22,35,30,"Burlington",6,"Some or graduated from community college","D-30-39","D-Skilled labour","B-$60,000-$79,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$21-50","$11-20","$21-50","$21-50","$6-10","$51-100","$21-50","$21-50","$21-50","Probably would","6-8","D-30-39"
"515",522,522,16,0.1,"Three times",2,"No","Yes",5,3,1,2,4,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,21,4,18,14,2,20,2,23,12,13,"Burlington",2,"Vocational training","D-30-39","E-Reired","D-$20,000-$39,999","Parade","Stage shows","Vendors","Carnival","Food,bear,wine","$21-50","$0-5","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$11-20","Probably would not","0-2","D-30-39"
"516",523,523,16,0.1,"One time",2,"Yes","Yes",5,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24.6,15,15,3.4,20,1,37,23.2,16,"Burlington",2,"High School or less","E-60-69","E-Reired","G-$10,000-$19,999","Parade","Food,bear,wine","Vendors","Stage shows","Carnival","$21-50","$21-50","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$11-20","Definitely would not","0-2","E-60-69"
"517",524,524,16,1,"Three times",1,"Yes","Yes",5,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52,25,19,4.6,29,5,51,19,9,"Burlington",1,"High School or less","B-70 and older","E-Reired","D-$20,000-$39,999","Parade","Stage shows","Stage shows","Carnival","Stage shows","$51-100","$51-100","$21-50","$11-20","$0-5","$21-50","$51-100","$11-20","$6-10","Definitely would","0-2","B-70 and older"
"518",525,525,16,4,"One time",2,"Yes","Yes",5,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,24,6,4,10,3,52,37,22,"Burlington",2,"University graduate","E-60-69","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Stage shows","Carnival","Vendors","$11-20","$0-5","$21-50","$6-10","$0-5","$6-10","$51-100","$21-50","$21-50","Might or might not","0-2","E-60-69"
"519",526,526,16,0.1,"One time",2,"No","No",5,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,12.2,24,15,3.6,50,1,48,50,18,"Other",2,"High School or less","E-60-69","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Vendors","Stage shows","Stage shows","$11-20","$11-20","$21-50","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would not","0-2","E-60-69"
"520",527,527,16,1,"Two times",1,"Yes","Yes",3,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,15.5,22,4.4,50,4,50,31,13,"Hamilton",2,"University graduate","A-40-49","Y-Professional","W-$40,000-$59,999","Stage shows","Vendors","Food,bear,wine","Food,bear,wine","Food,bear,wine","$11-20","$0-5","$11-20","$21-50","$0-5","$21-50","$21-50","$21-50","$11-20","Probably would","0-2","A-40-49"
"521",528,528,16,1,"One time",2,"No","No",3,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8.6,15,14,2.8,29,1,35,34,13,"Hamilton",2,"High School or less","E-60-69","E-Reired","D-$20,000-$39,999","Stage shows","Food,bear,wine","Stage shows","Stage shows","Carnival","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would not","0-2","E-60-69"
"522",529,529,16,4.5,"Two times",4,"Yes","No",5,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,5,13,12,2,20,4,64,39.1164285714286,65,"Other",3,"Some or graduated from community college","G-50-59","C-Other","L-$80,000-$99,999","Parade","Stage shows","Stage shows","Vendors","Stage shows","$6-10","$0-5","$11-20","$11-20","$0-5","$11-20","$51-100","$21-50","$51-100","Probably would","3-5","G-50-59"
"523",530,530,16,3,"One time",2,"No","No",5,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,27,25,20,7.2,75,3,125,30,22,"Burlington",2,"Some university","G-50-59","C-Other","U-$100,000 and more","Parade","Stage shows","Carnival","Stage shows","Stage shows","$21-50","$21-50","$21-50","$11-20","$6-10","$51-100","$101-200","$21-50","$21-50","Might or might not","0-2","G-50-59"
"524",531,531,16,5,"Two times",4,"Yes","Yes",3,5,1,2,4,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,20.4,9.6,14,12,2,10,5,54,41.6,16,"Burlington",1,"High School or less","E-60-69","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Vendors","Carnival","Food,bear,wine","$21-50","$6-10","$11-20","$11-20","$0-5","$6-10","$51-100","$21-50","$11-20","Definitely would","0-2","E-60-69"
"525",532,532,16,2,"One time",6,"Yes","Yes",5,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,5,14,13,2.8,20,4,46,20,21,"Burlington",4,"University graduate","D-30-39","H-Office worker","U-$100,000 and more","Parade","Stage shows","Carnival","Food,bear,wine","Vendors","$21-50","$0-5","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$21-50","Probably would","3-5","D-30-39"
"526",533,533,16,5,"Three times",3,"Yes","Yes",3,5,4,1,2,NA,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,43,20,20,23,5,100,5,53,50,23,"Oakville",3,"Vocational training","A-40-49","M-Sales position","W-$40,000-$59,999","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$21-50","$11-20","$11-20","$21-50","$0-5","$51-100","$51-100","$21-50","$21-50","Definitely would","3-5","A-40-49"
"527",534,534,16,2,"One time",5,"Yes","Yes",5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,38,14,2.8,50,4,46,80,12,"Hamilton",2,"Some or graduated from community college","G-50-59","H-Office worker","B-$60,000-$79,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$11-20","$0-5","$21-50","$11-20","$0-5","$21-50","$21-50","$51-100","$11-20","Probably would","0-2","G-50-59"
"528",535,535,16,4,"One time",1,"Yes","Yes",5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,20.8,27,19,3.2,50,4,50,33.6,32,"Burlington",1,"Some or graduated from community college","G-50-59","L-Managerial position","D-$20,000-$39,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$21-50","$21-50","$21-50","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would","0-2","G-50-59"
"529",536,536,16,0.5,"One time",2,"No","No",3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38.6,18,18,4,107,2,43,23,13,"Burlington",2,"High School or less","E-60-69","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Stage shows","Stage shows","Stage shows","$21-50","$21-50","$11-20","$11-20","$0-5","$101-200","$21-50","$21-50","$11-20","Probably would not","0-2","E-60-69"
"530",537,537,16,4,"Two times",2,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,9.6,16.2,11,4,6,4,28,11,22,"Hamilton",2,"High School or less","E-60-69","E-Reired","D-$20,000-$39,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$11-20","$6-10","$11-20","$11-20","$0-5","$6-10","$21-50","$11-20","$21-50","Probably would","0-2","E-60-69"
"531",538,538,16,3,"One time",2,"Yes","Yes",5,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,7.2,14.4,11,3,10,4,29,38.4,23,"Burlington",2,"University graduate","E-60-69","E-Reired","L-$80,000-$99,999","Parade","Stage shows","Carnival","Carnival","Stage shows","$21-50","$6-10","$11-20","$11-20","$0-5","$6-10","$21-50","$21-50","$21-50","Probably would","0-2","E-60-69"
"532",539,539,16,0.1,"Two times",2,"Yes","No",3,5,4,1,2,NA,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,40,20,46,13,4.4,10,4,46,39,11,"Burlington",2,"Some university","E-60-69","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$21-50","$11-20","$21-50","$11-20","$0-5","$6-10","$21-50","$21-50","$11-20","Probably would","0-2","E-60-69"
"533",540,540,16,4,"Three times",4,"Yes","Yes",3,5,2,3,3,NA,NA,NA,"Yes",NA,NA,NA,"Yes",NA,NA,44,10,20,13,15,32,4,33,28,20,"Burlington",3,"High School or less","E-60-69","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Carnival","Stage shows","Stage shows","$21-50","$6-10","$11-20","$11-20","$11-20","$21-50","$21-50","$21-50","$11-20","Probably would","3-5","E-60-69"
"534",541,541,16,2,"Two times",1,"Yes","Yes",3,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,5,5,12,2,10,1,41,20,8,"Burlington",1,"High School or less","E-60-69","E-Reired","W-$40,000-$59,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$11-20","$0-5","$0-5","$11-20","$0-5","$6-10","$21-50","$11-20","$6-10","Definitely would not","0-2","E-60-69"
"535",542,542,16,5,"Two times",5,"Yes","Yes",3,4,5,1,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,10,15,17,5,25,4,50,56.2328571428571,33,"Burlington",2,"Some or graduated from community college","D-30-39","Y-Professional","U-$100,000 and more","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$51-100","$21-50","Probably would","0-2","D-30-39"
"536",543,543,16,5,"Two times",6,"Yes","No",3,4,2,1,5,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,67,20,50,12,8,70,5,57,50,10,"Burlington",4,"Some or graduated from community college","D-30-39","X-Self employed","U-$100,000 and more","Stage shows","Food,bear,wine","Carnival","Vendors","Parade","$51-100","$11-20","$21-50","$11-20","$6-10","$51-100","$51-100","$21-50","$6-10","Definitely would","3-5","D-30-39"
"537",545,545,16,5,"One time",1,"No","No",3,4,3,3,2,"Yes",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,18.25,22.3,10.8,14,2.8,58,4,35,20,64,"Other",1,"Some graduate school or graduate degree","G-50-59","A-Teacher","B-$60,000-$79,999","Stage shows","Food,bear,wine","Stage shows","Stage shows","Carnival","$11-20","$21-50","$11-20","$11-20","$0-5","$51-100","$21-50","$11-20","$51-100","Probably would","0-2","G-50-59"
"538",546,546,16,8,"Four times",2,"No","No",5,3,4,1,2,"Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,16.4,10,23,10,2,20,2,26,20,10,"Hamilton",2,"Some or graduated from community college","E-60-69","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$11-20","$6-10","$21-50","$6-10","$0-5","$11-20","$21-50","$11-20","$6-10","Probably would not","0-2","E-60-69"
"539",547,547,16,5,"Two times",7,"No","Yes",4,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,10,15,10,1,15,1,30,25,29,"Burlington",7,"University graduate","T-25-29","C-Other","U-$100,000 and more","Food,bear,wine","Stage shows","Vendors","Parade","Carnival","$21-50","$6-10","$11-20","$6-10","$0-5","$11-20","$21-50","$21-50","$21-50","Definitely would not","6-8","T-25-29"
"540",548,548,16,7,"Two times",2,"Yes","No",3,4,5,1,2,"Yes",NA,NA,"Yes",NA,NA,NA,"Yes",NA,NA,36,15,5,16,3,40,5,50,50,13,"Burlington",2,"Some graduate school or graduate degree","A-40-49","Y-Professional","L-$80,000-$99,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$21-50","$11-20","$0-5","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would","0-2","A-40-49"
"541",550,550,16,2,"Two times",3,"Yes","Yes",3,4,2,3,3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,5,16.8,10,2,10,2,20,10,8,"Burlington",1,"High School or less","E-60-69","E-Reired","D-$20,000-$39,999","Stage shows","Food,bear,wine","Carnival","Stage shows","Stage shows","$11-20","$0-5","$11-20","$6-10","$0-5","$6-10","$11-20","$6-10","$6-10","Probably would not","0-2","E-60-69"
"542",551,551,16,4,"Two times",2,"Yes","Yes",5,2,3,2,3,"Yes",NA,NA,"Yes",NA,NA,"Yes",NA,NA,"Yes",15,8.6,9.4,12,2,40,5,25,45,11,"Burlington",2,"University graduate","E-60-69","E-Reired","W-$40,000-$59,999","Parade","Carnival","Stage shows","Carnival","Stage shows","$11-20","$6-10","$6-10","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would","0-2","E-60-69"
"543",552,552,16,6,"Three times",2,"Yes","No",3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,8.6,10,21,3,30,4,34,40,9,"Burlington",2,"High School or less","E-60-69","E-Reired","W-$40,000-$59,999","Stage shows","Food,bear,wine","Stage shows","Carnival","Food,bear,wine","$11-20","$6-10","$6-10","$21-50","$0-5","$21-50","$21-50","$21-50","$6-10","Probably would","0-2","E-60-69"
"544",553,553,16,0.25,"Three times",3,"Yes","Yes",4,3,1,3,4,"Yes",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,10,5,20,5,2,105,1,100,100,36,"Hamilton",1,"High School or less","T-25-29","G-Unemployed","R-Less than 10,000","Food,bear,wine","Stage shows","Vendors","Stage shows","Food,bear,wine","$6-10","$0-5","$11-20","$0-5","$0-5","$101-200","$51-100","$51-100","$21-50","Definitely would not","0-2","T-25-29"
"545",554,554,16,7,"Three times",4,"Yes","Yes",5,3,4,1,2,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,18,10,14.6,12,2,30,5,62,120,47,"Burlington",2,"Some or graduated from community college","B-70 and older","E-Reired","W-$40,000-$59,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$51-100","$101-200","$21-50","Definitely would","0-2","B-70 and older"
"546",555,555,16,4.5,"Two times",2,"Yes","Yes",3,4,2,3,4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,10.4,20,2,30,1,29,30,17,"Burlington",2,"Vocational training","A-40-49","H-Office worker","D-$20,000-$39,999","Stage shows","Food,bear,wine","Carnival","Stage shows","Food,bear,wine","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would not","0-2","A-40-49"
"547",556,556,16,4,"One time",2,"No","No",5,3,3,1,3,NA,NA,NA,"Yes",NA,NA,NA,"Yes",NA,NA,22,7.7,19.4,15,2,36,5,50,100,24,"Burlington",2,"University graduate","E-60-69","E-Reired","L-$80,000-$99,999","Parade","Stage shows","Stage shows","Vendors","Stage shows","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$51-100","$21-50","Definitely would","0-2","E-60-69"
"548",557,557,16,0.2,"Four times",2,"No","Yes",3,5,2,1,4,NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,NA,18,8.6,8.4,12,2,25,4,30,50,34,"Hamilton",3,"University graduate","D-30-39","Y-Professional","B-$60,000-$79,999","Stage shows","Parade","Carnival","Vendors","Food,bear,wine","$11-20","$6-10","$6-10","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would","3-5","D-30-39"
"549",558,558,16,0.2,"Four times",1,"No","No",3,1,4,5,3,"Yes",NA,NA,"Yes",NA,"Yes","Yes",NA,NA,NA,10,7.4,5,10,2,60,5,160,56.6,29,"Burlington",2,"University graduate","D-30-39","H-Office worker","L-$80,000-$99,999","Stage shows","Vendors","Food,bear,wine","Parade","Stage shows","$6-10","$6-10","$0-5","$6-10","$0-5","$51-100","$101-200","$51-100","$21-50","Definitely would","0-2","D-30-39"
"550",559,559,16,2,"One time",3,"No","No",3,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,16,10,10.4,13,2,47,4,30,20,10,"Hamilton",2,"University graduate","A-40-49","L-Managerial position","U-$100,000 and more","Stage shows","Parade","Food,bear,wine","Vendors","Stage shows","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$6-10","Probably would","0-2","A-40-49"
"551",560,560,16,2,"Two times",2,"Yes","Yes",5,3,1,2,4,"Yes",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,18.6,10,12.4,17,2,44,4,50,25,30,"Burlington",3,"High School or less","G-50-59","D-Skilled labour","W-$40,000-$59,999","Parade","Stage shows","Vendors","Carnival","Food,bear,wine","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would","3-5","G-50-59"
"552",561,561,16,0.2,"Three times",4,"Yes","No",3,5,4,1,3,"Yes",NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,"Yes",20,10,12,16,2,10,4,19,10,29,"Burlington",6,"Some graduate school or graduate degree","A-40-49","C-Other","D-$20,000-$39,999","Stage shows","Parade","Food,bear,wine","Vendors","Stage shows","$11-20","$6-10","$11-20","$11-20","$0-5","$6-10","$11-20","$6-10","$21-50","Probably would","6-8","A-40-49"
"553",562,562,16,6,"Two times",2,"Yes","No",5,3,2,2,4,"Yes",NA,"Yes","Yes",NA,NA,NA,"Yes",NA,NA,24,15,18,15,2,30,5,75,75,7,"Hamilton",2,"University graduate","G-50-59","Y-Professional","W-$40,000-$59,999","Parade","Stage shows","Carnival","Carnival","Food,bear,wine","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$51-100","$51-100","$6-10","Definitely would","0-2","G-50-59"
"554",563,563,16,7,"One time",6,"Yes","Yes",5,2,3,3,3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,70,16.6,44.2,14,2,54,5,40,50,19,"Mississauga",2,"Some or graduated from community college","G-50-59","H-Office worker","B-$60,000-$79,999","Parade","Carnival","Stage shows","Stage shows","Stage shows","$51-100","$11-20","$21-50","$11-20","$0-5","$51-100","$21-50","$21-50","$11-20","Definitely would","0-2","G-50-59"
"555",564,564,16,2,"One time",3,"No","No",3,5,4,1,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,22.4,13,2,34,4,38,30,12,"Burlington",2,"Some or graduated from community college","G-50-59","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$21-50","$0-5","$21-50","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Probably would","0-2","G-50-59"
"556",565,565,16,4,"One time",1,"No","Yes",5,3,4,1,2,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,26.4,10.7,13,12,5,37,1,20,20.5,20,"Burlington",1,"Some or graduated from community college","G-50-59","E-Reired","D-$20,000-$39,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$11-20","$21-50","$11-20","Definitely would not","0-2","G-50-59"
"557",566,566,16,6,"Two times",3,"No","No",5,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,20,10,17,15,2,30,4,70,28,13,"Oakville",3,"Some or graduated from community college","A-40-49","Y-Professional","U-$100,000 and more","Parade","Stage shows","Food,bear,wine","Vendors","Stage shows","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$51-100","$21-50","$11-20","Probably would","3-5","A-40-49"
"558",567,567,16,6,"One time",2,"No","No",5,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8.2,18,15,2,22,4,23,12.2,11,"Burlington",2,"High School or less","B-70 and older","E-Reired","D-$20,000-$39,999","Parade","Carnival","Stage shows","Carnival","Stage shows","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$11-20","Probably would","0-2","B-70 and older"
"559",568,568,16,7,"One time",1,"Yes","No",5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,22,5,5,15,2,26,5,30,10,29,"Burlington",1,"High School or less","E-60-69","E-Reired","G-$10,000-$19,999","Parade","Stage shows","Stage shows","Carnival","Carnival","$21-50","$0-5","$0-5","$11-20","$0-5","$21-50","$21-50","$6-10","$21-50","Definitely would","0-2","E-60-69"
"560",569,569,16,4,"Two times",2,"No","No",3,4,2,5,1,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,7.6,10,10,7,2,20,2,30,40,6,"Mississauga",2,"University graduate","T-25-29","A-Teacher","B-$60,000-$79,999","Stage shows","Food,bear,wine","Carnival","Parade","Vendors","$6-10","$6-10","$6-10","$6-10","$0-5","$11-20","$21-50","$21-50","$6-10","Probably would not","0-2","T-25-29"
"561",571,571,16,6,"Four times",3,"Yes","Yes",3,5,4,1,2,NA,NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,14,5,5,11,2,40,1,30,45,29,"Burlington",3,"University graduate","G-50-59","A-Teacher","U-$100,000 and more","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$11-20","$0-5","$0-5","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Definitely would not","3-5","G-50-59"
"562",572,572,16,6,"Two times",2,"Yes","Yes",5,3,1,3,2,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,15.6,10,11,14,2,51,1,65,20,13,"Burlington",1,"Some university","B-70 and older","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Vendors","Stage shows","Carnival","$11-20","$6-10","$11-20","$11-20","$0-5","$51-100","$51-100","$11-20","$11-20","Definitely would not","0-2","B-70 and older"
"563",573,573,16,6,"Four times",2,"Yes","Yes",5,3,2,1,3,NA,NA,NA,"Yes",NA,NA,NA,"Yes",NA,NA,16,5,13.5,9,2,10,1,50,6,34,"Burlington",2,NA,"B-70 and older","E-Reired","W-$40,000-$59,999","Parade","Stage shows","Carnival","Vendors","Stage shows","$11-20","$0-5","$11-20","$6-10","$0-5","$6-10","$21-50","$6-10","$21-50","Definitely would not","0-2","B-70 and older"
"564",574,574,16,1.5,"One time",2.49566055930569,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15.6,16,10,2.6,20,2,50,29.6,23,"Burlington",2,"Some university","D-30-39","Y-Professional","W-$40,000-$59,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$11-20","$11-20","$11-20","$6-10","$0-5","$11-20","$21-50","$21-50","$21-50","Probably would not","0-2","D-30-39"
